Nhận xét đánh giá,Cảm xúc
Thầy rất tuyệt vời,tốt
tốt,tốt
Thầy dại rất hay,tốt
Lần đầu tiên môn Toán e hiểu trên  e cảm ơn thầy nhiều lắm,tốt
giảng viên dạy nhiệt tình lôi cuốn,tốt
Tôt,tốt
Thầy dạy nhiệt tình,tốt
Em rất thích học vs thầy,tốt
thầy vui tính dạy rất chi la nhiệt tình em rất hài lòng về cách dạy của thầy,tốt
rất hay,tốt
thầy dạy rất dễ hiểu,tốt
Tốt,tốt
không nói gì thêm,tốt
rất nhiệt tình giảng dạy dạy bỏa sinh viên,tốt
Giảng Viên Nhiệt Tình,tốt
Thây day rât tôt,tốt
em hài lòng với giảng viên giảng dạy môn học này,tốt
Rất tốt,tốt
Thầy tận tâm dạy hay,tốt
giảng hay,tốt
thay dạy rất hay va de hieu,tốt
không có,tốt
không,tốt
rất tốt,tốt
Không,tốt
Quá tốt,tốt
ad,tốt
không ý kiến,tốt
thầy rất giỏi và thương sinh viên,tốt
khoogn có,tốt
Thầy rất nhiệt tình Tốt và rất thương học trò Công bằng trong học tập,tốt
thầy dạy tốt nhưng bớt dữ lại thì ok,tốt
asd,tốt
Tốt,tốt
Thầy nhiệt tình vui vẽ hòa đồng với sinh viên,tốt
thầy rất nhiệt tình với sinh viên giảng dạy rất chu đáo kỹ càng hiểu ý sinh viên các giờ học luôn đạt hiệu quả cao và rất vui nhộn  kiến thức tiếp thu rất cao,tốt
thầy dạy hay,tốt
Bình thường,tốt
Thầy khá nghiêm túc nhưng dạy rất hay,tốt
Không,tốt
Cung đuoc,tốt
thầy dạy dễ hiểu,tốt
tuyệt vời,tốt
tốt,tốt
không có,tốt
thầy dạy khá dễ hiểu,tốt
Dễ hiểu,tốt
Tốt,tốt
Giảng viên cực kì nhiệt tình và rấy hài hướcHi vọng tiếp tục được thầy giảng dạy,tốt
Giáo viên rất nhiệt tình,tốt
Rất tốt,tốt
giảng viên dạy rất nhiệt tình và dễ hiểu,tốt
Không,tốt
Gv dạy dễ hiểu,tốt
thây day dê hiêu ,tốt
tốt,tốt
very good,tốt
không có ý kiến gì thêm,tốt
Rất tốt,tốt
Dễ hiểu nhiệt tình dễ hiểu,tốt
Giảng viên rất nhiệt tình,tốt
nho thay em tien bo honn mom toan,tốt
thầy dạy hay dễ hiểu nhiệt tình,tốt
tốt,tốt
rất tốt,tốt
Thầy dạy rất nhiệt tình và dễ hiểu,tốt
thầy dạy tuyệt vời,tốt
Không có gì,tốt
Tốt,tốt
Rất bổ ích ,tốt
tốt,tốt
Rất Hay,tốt
Thầy giảng dạy rất nhiệt tình,tốt
thầy hài hước và vui nhộn,tốt
không ý kiên gì thêm,tốt
Dạy rất hay dễ hiểu tận tình trong giảng dạy,tốt
tốt,tốt
thầy dạy hay và vui,tốt
THAY RAT TUYET VOI,tốt
Thây la ngươi co tâm vơi svgiang day rât chu đao va nhiêt tinh la ngươi thây thư  em thich nhât ơ trg nay,tốt
rất dễ tiếp thudễ họcsinh độnghay,tốt
làm tăng khả năng tư duy cũng như kiến thức về toán ,tốt
giảng viên giảng rất hay xúc tích,tốt
thầy dạy rất tuyệte không có ý kiến gì thêm,tốt
tốt,tốt
giảng viên dạy tốt và rất có tâm,tốt
Tốt,tốt
THAY DAY DE HIEU ,tốt
không,tốt
Thầy giảng dạy rất hay và tận tâm ,tốt
Tốt,tốt
dạy giỏi,tốt
giảng viên dạy rất tốtnhiệt tình với bài giảng và giảng rất dễ hiểu,tốt
Thầy quá nhiệt tình dạy dễ hiểu  ,tốt
thầy dạy nhiệt tình dễ hiểu quan tâm đến sinh viên,tốt
vui vẻgiờ học thú vịdễ hiểu,tốt
Thầy dạy hay và dễ hiểu ,tốt
giảng viên rất nhiệt tình trong giảng dạy,tốt
rất tốt,tốt
thầy dạy nhiệt tình dễ hiểu vui tính,tốt
dạy hay,tốt
Tốt,tốt
de  hieu  vui tinh ,tốt
em không có đề xuất,tốt
thầy dạy hay ,tốt
giảng viên dạy nhiệt tình dể hiểu mong thầy dạy các môn tiếp theo,tốt
Rất tốt ,tốt
Tot,tốt
Giảng viên dạy hay Nhiệt tình,tốt
thầy dạy rất dễ hiểu va rất vui vẻ trong học tập,tốt
không có ý kiến,tốt
tốt,tốt
cần cố gắng hơn nữa,tốt
Không có nhận xét,tốt
Không nhận xét gì thêm,tốt
giảng dạy tốt,tốt
nhiệt tình tận tình vui vẻ với sinh viên dạy dễ hiểu,tốt
Giang viên day hay dê hiêu,tốt
Trình bày nội dung bài rõ ràng dễ hiểu,tốt
Thầy dạy rất nhiệt tình hay,tốt
good,tốt
Tốt,tốt
Rất tốt,tốt
tốt,tốt
giay duoc,tốt
tốt,tốt
Thầy dạy vui vẻ dễ hiểunhiệt tình,tốt
không có ý kiến,tốt
em rât thich cach giang day va cach qan tâm ma thây danh cho sinh viên,tốt
Tốt,tốt
Thầy dạy tốt  nhiệt tình,tốt
không,tốt
Thầy dạy đã hoàn thành rất tốt trong quá trình giảng dạy ,tốt
Tôt ,tốt
Tốt hay,tốt
 Rất tốt thầy giảng dạy nhiệt tình,tốt
Không có đề xuất,tốt
Hay,tốt
Giảng viên rất nhiệt tình ,tốt
Cách giảng dạy của thầy rất hay  dạy tới đâu hiểu tới đó Đi thi không cần coi lại bài vẫn tự tin làm trên  đ v,tốt
tốt,tốt
quá tốt,tốt
rất tốt,tốt
Khong ý kiến,tốt
Rất hài lòng,tốt
giảng viên nhiệt tình và tận tâm ,tốt
Dạy nhiệt tình dễ hiểu giảng viên thân thiện,tốt
Thầy dạy qá hay,tốt
Dể hiểu,tốt
Thầy dạy tốt nhiệt tình tâm huyết với sinh viên,tốt
tốt,tốt
Theo em giáo viên dạy tốt dễ hiểu bài vui vẻ với giáo viên,tốt
Không đánh giá,tốt
em hài lòng về giảng viên dạy môn học này,tốt
Giảng viên rất nhiệt tình,tốt
tốt,tốt
Tốt,tốt
thầy khá vui tính và giảng dễ hiểu,tốt
Tam,tốt
nhiệt tình ,tốt
Tốt,tốt
Không,tốt
Giảng viên giảng dạy tốt,tốt
không có ý kiến thêm,tốt
giảng viên nhiệt tình,tốt
không ý kiến,tốt
giáo viên dậy tốt,tốt
Truyen dat tốt kien thuc cho sinh vienlam nhieu bai tap,tốt
tốt,tốt
Giảng dạy chưa hieu,tốt
thầy không công bằng,tốt
thầy dạy được,tốt
Thầy dạy tốt,tốt
Ok,tốt
Giảng viên không tổ chức thi giữa kì,tốt
Không nhận xét gì thêm,tốt
Giảng viên tích cực có đầu tư nhiều cho bài giảng,tốt
Thầy dạy tốt,tốt
tốt,tốt
Cách kiểm tra giưa kì chưa được ổn thỏa cho lắm,tốt
không,tốt
không ý kiến,tốt
Giảng dạy tốt,tốt
em rất hai long,tốt
rât kho tinh,tốt
Dạy nhiệt tình,tốt
rất tuyệt vời,tốt
em không có ý kiến,tốt
Thầy dạy khó hiểu ,tốt
tốt,tốt
thây day đa sô cac sinh viên không hiêu ,tốt
Thầy khá nghiêm khắc với sinh viên Phương pháp dạy khoa học phù hợp,tốt
Thầy dạy hay Trong quá trình giảng dạy có sự trao đổi với sinh viên,tốt
Giảng viên nhiệt tình bài giảng chi tiết dễ hiểu,tốt
Đươc,tốt
Cảm thấy bình thường,tốt
giang dạy tôt,tốt
Cô giáo dạy nhiệt tình,tốt
tốt,tốt
thầy dạy khôg công bằng,tốt
bình thường,tốt
Thầy nhiệt tình với học sinh,tốt
điểm chưa công bằng dạy hay nói nhảm,tốt
Tốt,tốt
Giáo viên dạy tốt,tốt
Hơi nặng,tốt
Không có ý kiến,tốt
Không đề xuất mới ,tốt
em rất thích phong cách giảng bài của thầy ngoài ra thầy còn lấy rất nhiều ví dụ minh họa giúp dễ hiểu bài,tốt
tốt,tốt
tốt,tốt
đảm bảo kiến thức cho sv,tốt
Tốt,tốt
tốt,tốt
tốt,tốt
tốt,tốt
thầy tốt,tốt
tốt,tốt
TỐT,tốt
không ý kiến,tốt
không,tốt
hay,tốt
Tốt,tốt
thầy dạy tận tình kiến thức phong phú,tốt
Môn hoc giup em hiêu hơn vê toan em rât thich,tốt
không có ý kiến gì thêm,tốt
Thầy giảng dạy nhiệt tình,tốt
Tốt,tốt
tốt,tốt
Tốt,tốt
thầy giảng hay  dễ hiểu,tốt
Thầy dậy rất có tâm,tốt
giảng viên giảng dạy dễ hiểu thân thiện,tốt
không có gì,tốt
tôt,tốt
không tốt,tốt
thầy dậy chán,tốt
Giáo viên dạy dễ hiểu,tốt
tốt,tốt
Rất tốt,tốt
thiếu nhiệt huyết trong giảng dạy,tốt
không,tốt
tốt,tốt
cũng được,tốt
Khong,tốt
dạy rất tốt,tốt
tốt,tốt
thầy dạy nhiệt tình  dể hiểu,tốt
trung bình ,tốt
không co,tốt
Thầy dạy rất dễ hiểu và rất quan tâm tới học sinh,tốt
Tot,tốt
Tôi không hiểu bài,tốt
giảng dạy cho học sinh làm bài tập nhiều hơn,tốt
Tốt,tốt
thầy dạy dễ hieu,tốt
Giáo viên hoà đồng vui tính,tốt
Giảng viên dạy rất dễ hiểu,tốt
tốt,tốt
giảng viên dạy rất dể hiểu ,tốt
THAY RAT NHIET TINH CHU DAO GIANG DAY,tốt
hay thu vi,tốt
Thầy giáo rất tốt,tốt
hay,tốt
thay dạy duoc có hướng dẫn nhiều cách giải khác,tốt
Tốt,tốt
thầy cần làm giờ dạy sinh động thêm,tốt
giang viên day tôt,tốt
Tốt,tốt
cô dạy dễ hiểu ,tốt
tốt,tốt
cô nhiệt tình,tốt
Tốt nhiệt tình ,tốt
thay đổi lại máy tính trường để phù hợp với việc học,tốt
Đề xuất Cô nên dạy lý thuyết môn Phần mềm mã nguồn mở ,tốt
e không có ý kiến,tốt
Tốt,tốt
tốt,tốt
thầy dạy đễ hiểu hướng dẫn tận tình ,tốt
thầy dạy có tâm vui tính nhiệt tình với sinh viên ,tốt
Giáo viên vui tính và có kiến thức chuyên ngành tốt,tốt
cô luôn quan tâm và tận tình với sinh viên,tốt
không co,tốt
Em thích cô ,tốt
không có đề xuất gì thêm,tốt
Tốt,tốt
cô dạy rất tốt dễ hiểu và gần với thực tiễn không gây áp lực đến sinh viên mỗi ngày đến lớp luôn mang đến lớp niềm vui và hứng khởi cho sinh viên,tốt
rất tốt,tốt
rất tốt,tốt
giảng viên vui vẻ nhiệt tình,tốt
A,tốt
không có ý kiến,tốt
Cô dậy rất hay,tốt
Được,tốt
cô giảng dạy nhiệt tình tận tình với sinh viên,tốt
Tuyet,tốt
Cô dạy dễ hiểu nhiệt tình quan tâm tới sinh viên,tốt
không tôt,tốt
không có gì,tốt
Khắc khe,tốt
thầy dạy tốt hiền ,tốt
Thầy khó tính nhưng dễ gần dễ ghét nhưng lại dạy tốt kiến thức dễ nắm bắt,tốt
Khá,tốt
q,tốt
Hài lòng,tốt
Thầy dạy dễ hiểu và rất tận tình ,tốt
Được,tốt
rất tốt,tốt
Giảng viên dạy tốt dễ hiểu,tốt
Ok ạ,tốt
Không có nhận xét,tốt
tốt,tốt
thầy giảng rất cuốn hút,tốt
Không có ý kiến,tốt
Hiểu tâm lý học sinh  luôn cũng cố và đánh vào trọng tâm kiến thức quan trong   thầy ,tốt
de hieu tiep thu tốt,tốt
thầy dạy dễ hiểu,tốt
thầy dạy rất hay ,tốt
tốt,tốt
thầy rất vui tính và nhiệt tình ,tốt
Tuy hài lòng nhưng cách giảng dạy của giảng viên làm sinh viên nhàm chán,tốt
66,tốt
em cảm ơn thầy,tốt
Thầy dạy tốt,tốt
Rất tốt,tốt
Thầy dạy dễ hiểu ,tốt
Thầy dạy nên nhiệt tình xíu ạ,tốt
thầy dạy tốt,tốt
giáo viên nhiệt tình giẩng bài dễ hiểu,tốt
không có nhận xét,tốt
thầy giảng dạy  rất nhiệt tình và có tâm huyết với nghề em không có ý kiến gì ạ,tốt
Dạy nhiệt tình tốt,tốt
Tốt,tốt
tạm,tốt
Thầy dạy tốt nhưng học  đằng ra đề  nẻo,tốt
Môn thầy dạy còn nhũng vấn dề chưa được giải quyết thích đáng,tốt
rất hài lòng về giảng viên,tốt
tốt,tốt
Thầy giảng dạy rất nhiệt tình và dễ hiểu,tốt
nhiệt tình với sinh viêndạy dễ hiểu và dễ tiếp thu,tốt
Giảng viên tốt,tốt
Không nhận xét gì thêm,tốt
Nhiệt tình trong khi giảng dạy,tốt
tốt,tốt
Giảng viên kiến thức sâu rộng,tốt
nope,tốt
giảng viên hoà đồng vui vẻ,tốt
Giáo viên dạy tốt,tốt
tốt,tốt
tốt,tốt
Tân tình,tốt
Không,tốt
Không ấn tượng lắm,tốt
Thầy nhiệt tình và vui vẻ,tốt
Không có,tốt
không có nhận xét,tốt
Tốt,tốt
tốt,tốt
Tốt,tốt
thầy dạy rất nhiệt tình,tốt
tốt,tốt
Không có ý kiến,tốt
Không có gì,tốt
Day hay và có chuyên môn,tốt
không,tốt
Hài lòng với cách giảng dạy của thầy,tốt
Tốt,tốt
Mong thầy cần dạy cận kẽ hơn về lý thuyết rồi xong mới thực hành,tốt
Dạy rất tốt,tốt
good,tốt
rất tốt,tốt
ok,tốt
thầy dạy tốt,tốt
Giảng viên rất nhiệt tình với sinh viên không có đề xuất gì với môn học này,tốt
thầy dạy rất hay và dễ hiểu,tốt
tốt,tốt
GV dạy kỹ,tốt
mon hoc tốt,tốt
thầy vui vẻ giảng nhiệt tình,tốt
không có đề xuất gì thêm,tốt
tốt,tốt
thầy dạy tốt và khá dễ hiểu,tốt
dạy khó hiểu khó tiếp thu,tốt
good,tốt
khá ok,tốt
không có ý kiến,tốt
không tận tình với công việc,tốt
không,tốt
Thầy dạy tốt,tốt
Không có,tốt
rất nhiệt tình,tốt
Không có nhận xét,tốt
tốt ạ,tốt
Thầy dạy rất nhiệt tình,tốt
Môn học hay,tốt
Không có,tốt
Tốt,tốt
Rất hài lòng về giảng viên và không có đề xuất gì đối với môn học,tốt
bình thường,tốt
tốt,tốt
giáo viên cần hướng dẫn sinh viên tốt hơn môn học kiểm tra thực hành học  tuần chỉ kiểm tra vào bài  tuần cuối là không ổn sinh viên ôn không được tốt nên toàn điểm thấp,tốt
ok,tốt
Không có nhận xét,tốt
Tạm được,tốt
Thầy dạy hay nhiệt tình,tốt
Thầy dạy rất hay dễ hiểu bài,tốt
thầy dạy rất dễ hiểu,tốt
Thầy giáo nhiệt tình vui vẻ hòa đồng,tốt
Tot,tốt
môn học rất hay,tốt
tốt,tốt
môn học đi sâu vào chuyên ngành,tốt
em không có đề xuất gì ,tốt
cách giảng dạy hiệu quả giúp sinh viên nắm rõ hơn,tốt
dạy tốt,tốt
không ý kiến,tốt
tốt,tốt
Tốt,tốt
thầy vui vẻ và nhiệt tình với lớp,tốt
khá tốt,tốt
tốt,tốt
Tốt,tốt
dễ hiểu ,tốt
tại em bỏ môn này em không đi học nên không biết như thế nào nên em chọn không đồng ý ,tốt
Tốt,tốt
Thầy giảng bài rất chi tiết dễ hiểu rất nhiệt tình,tốt
Tốt,tốt
Giảng viên có kiến thưc sâu rộng và trình bày chính xác các kiến thức cơ bản của môn học giảng viên giảng dạy nhiệt tình trình bày nội dung bài giảng rõ ràng và dễ hiểu khách quan công bằng hài lòng với cách dạy của giảng viên này,tốt
tốt,tốt
Dạy hay và rất dễ hiểu,tốt
không ý kiến,tốt
không,tốt
Giảng viên có kiến thức sâu rộng và nhiệt tình trong giảng dạy,tốt
Day gioi cưc gioi,tốt
Giảng viên hơi không tập trung vào vấn đề,tốt
thầy dễ thươngnhiệt tình,tốt
tốt,tốt
vui vẻ nhiệt tình thầy dạy rất kỹ ,tốt
bình thường,tốt
khá tốt,tốt
cỗ dạy dễ hiểu và nhiệt tình đối với sinh viên,tốt
Thầy dạy tốt và công bằng,tốt
tốt,tốt
Tốt,tốt
nhảm nhí ,tốt
ok,tốt
Giảng viên thân thiện dạy dễ hiểu  có kiến thức sâu rộng,tốt
Tôt,tốt
Tốt,tốt
thầy dạy dể hiễu,tốt
môn hoc rât co ich,tốt
Tốt,tốt
thầy dạy nhiệt tình,tốt
Good,tốt
Dạy tốt,tốt
Không có nhận xét,tốt
không có,tốt
thầy rất quan tâm tới sinh viên dạy dễ hiểu,tốt
Tạm được,tốt
giảng viên nhiệt tình giảng bài dễ hiểu,tốt
đươc,tốt
Tốt,tốt
Môn học vui,tốt
Không ý kiến,tốt
Giảng viên nhiệt tình giảng dạy,tốt
Giảng viên rất nhiệt tình bài giảng dễ hiểu,tốt
em không có nhận xét,tốt
dễ hiểu,tốt
khá tốt,tốt
Thầy dạy tốt,tốt
nhiệt tình chân thành,tốt
môn học giúp nâng cao kiến thức về toán,tốt
Không nhận xét,tốt
không,tốt
không có nhận xét gì thêm,tốt
tốt,tốt
Thây chi rât nhiêt tinh,tốt
no cmt,tốt
Thầy giảng bài rất nhiệt tình và đúng với nội dung cần học,tốt
tốt,tốt
whatever,tốt
Thầy dạy rất hay ,tốt
thầy dạy nhiệt tình,tốt
thầy dạy hay,tốt
không ý kiến,tốt
Không có nhận xét,tốt
Thầy dể gần nhiệt tình chỉ bảo,tốt
mọi thứ đều ổn,tốt
tốt,tốt
tốt,tốt
Tốt,tốt
thầy dạy rất hay và nhiệt tình,tốt
không nhận xét,tốt
ok,tốt
Được,tốt
tôt,tốt
Không có ý kiến thêm,tốt
Thầy truyền đạt những cái hay sinh viên lun tạo điều kiện để sang tao,tốt
mon hoc rất hay,tốt
Được,tốt
thầy dạy dễ hiểu,tốt
Không có,tốt
tốt,tốt
thầy rất nhiệt tình trong giảng dạy kiến thức cho sinh viên và dễ hiểu,tốt
Không có ý kiến,tốt
thầy dạy nhiệt tình vui vẻ ,tốt
Giáo viên dạy tốt tốt,tốt
thầy dạy hay và tốt,tốt
tốt,tốt
tốt,tốt
Giang viên dạy tốt,tốt
thầy rất thực tiễn,tốt
tiết học sôi động giàng viên tốt tích cực trao đổi với sinh viên,tốt
thầy có kiến thức sâu rộng,tốt
Tốt,tốt
giao vien nhiệt tình,tốt
không có gì,tốt
Không có  ý kiến,tốt
được,tốt
Rất tốt  ,tốt
dạy tốt,tốt
giang viên nhiêt tinh nhưng noi châm lai cho ky vân đê hơn,tốt
không có ý kiến,tốt
Hay,tốt
không có nhận xét,tốt
tốt,tốt
Tốt,tốt
Không có đề xuất gì,tốt
mon hoc khá tốt,tốt
Tốt,tốt
Môn học khá hay nhưng không áp dụng được nhiều vào thực tế,tốt
thầy dạy tốt,tốt
thầy dạy tốt,tốt
Rất tốt,tốt
Giảng viên tốt,tốt
THẦY CHƯA TẬN TÌNH VỚI LỚP LẮM NHÌU CÂU HỎI SINH VIÊN HỎI THẦY KHÔNG TRẢ LỜI,tốt
tốt,tốt
Không có nhận xét,tốt
tốt,tốt
giáo viên dạy tốt,tốt
không có nhận xét,tốt
thầy giạy dễ hiểu,tốt
Không có đề xuất nào,tốt
giảng viên nhiệt tình,tốt
Good,tốt
Môn học bổ ích giảng viên giỏi,tốt
không ý kiến,tốt
thầy dạy tốt,tốt
tôt,tốt
Giảng viên nhiệt tình trong giảng dạy,tốt
không co,tốt
không co nhan xet,tốt
Không có ý kiến khác,tốt
không,tốt
Giảng viên dạy tốt vui vẻ với sinh viên,tốt
giáo viên nhiệt tình mỡ các hội thảo,tốt
tốt,tốt
không,tốt
Thầy nhiệt tình vui tính chu đáo,tốt
Thầy có phong cách giảng dạy thân thiện dễ gần dễ tiếp thu luôn khuyến khích sv tìm hiểu sâu về các kiến thức từ cơ sở đến chuyên sâu,tốt
khá tốt,tốt
giảng dạy dễ hiểu,tốt
Giảng viên giảng dạy hay và dễ hiểu ,tốt
Thầy nhiệt tình,tốt
Giảng viên giảng dạy nhiệt tình,tốt
Tốt,tốt
Không có,tốt
không,tốt
giảng viên nhiệt tình vui tính,tốt
Tốt ,tốt
Chưa hài lòng lắm ,tốt
Không có nhận xét,tốt
tốt,tốt
like,tốt
Hài lòng,tốt
Tốt,tốt
Tốt,tốt
Giáo viên tích cực giảng dạy Dễ hiểu ,tốt
Tốt,tốt
Tốt,tốt
không có,tốt
Ko có nhận xét gì ,tốt
Thầy dạy cũng vui tính giảng kĩ dễ hiểu,tốt
Môn học hay ,tốt
tốt,tốt
Không có,tốt
TỐT,tốt
Hơi cứng nhắc với sinh viên trong việc ra đề thi,tốt
Giảng viên thân thiệnvui tínhcần tăng thêm tiết thực hành,tốt
Giảng viên dạy rất hay ,tốt
Giảng rất dể hiểu,tốt
Thầy rất nhiệt tình chỉ bài cho sinh viên,tốt
cần để cho giáo viên dạy lý thuyết  thực hành là ,tốt
Tốt,tốt
giáo viên suốt ngày trách móc sinh viên ,tốt
Tốt,tốt
Giảng Viên dạy nhiêt tình rõ ràng,tốt
thầy dạy hay chuyên môn tốt nhưng cách truyền đạt còn thô cứng gây chán nãn,tốt
Thầy dạy hay nhiệt tình vui tính ,tốt
hài lòng với giảng viên giảng dạy môn học,tốt
không co,tốt
thầy luô tận tình chỉ bảo chúng em những gì không hiểu thì thầy giảng kĩ hơn nữa và cũng rát thân thiện,tốt
thầy rất vui tính giảng bài dễ hiểu,tốt
tốt,tốt
Thây vui tinh gân gui thân thiên hai hươc giang bai đưa ra cac vi du gân vơi thưc tê giup em dê tiêp thu hơn,tốt
Không có nhận xét gì thêm,tốt
khá tốt,tốt
Thầy nhiệt tình với sinh viên,tốt
Không ổn,tốt
42623,tốt
vui vẻ hòa đồng taoọ không khí vui cho lớp,tốt
Giảm giờ thực hành hoặc sắp xếp thời gian học thực hành hợp lý hơn Thực hành mỗi lần liên tiếp  tiết quá lâu và ít được giải lao giữa ca,tốt
cần nhiệt tình trong giảng dạy nhiều hơn,tốt
Ko có,tốt
Không có,tốt
Thầy dạy dễ hiểu,tốt
Tốt,tốt
nhiệt tình dạy dễ hiểu,tốt
Thầy vui tính,tốt
ok,tốt
tốt,tốt
tốt,tốt
Thầy dạy rất hay và dể hiểu thầy còn tận tình chỉ dạy e rất hài lòng,tốt
Bài giảng có nhiều tài liệu tham khảo rất bổ ích Công bằng và khách quan trong việc đánh giá điểm quá trình cũng như điểm số của Sinh Viên ,tốt
Môn học rất bổ ích,tốt
tốt,tốt
Tốt,tốt
giảng viên dạy không nhiệt tình với học sinh để học sinh tự tìm hiểu đa phần bài học,tốt
thầy giảng rất hay,tốt
Cần quan tâm nhiều hơn đến phần thực hành của sv,tốt
Thầy dạy nhiệt tình ,tốt
bình thường,tốt
Thày dạy rất tốt,tốt
tốt,tốt
nhiệt tình,tốt
tôt,tốt
chấm điểm không công bằng ,tốt
Tạm ổn,tốt
OK,tốt
rất tốt ạ,tốt
Nhiệt tình trong giảng dạy,tốt
dễ hiểu,tốt
giảng viên nhiệt tình,tốt
Nhiệt tình,tốt
Tốt,tốt
Thầy dạy tốt,tốt
Không ý kiến  gi,tốt
TỐT,tốt
Tạm,tốt
Thầy dạy cuốn hút sinh viên,tốt
Không có đề xuất,tốt
Được,tốt
không ý kiến,tốt
Bản thân em học bài mê mang vào kiểm tra lấy điểm  làm đúng hơn  mà chỉ có đ trong khi bạn nữ cùng lớp không học bài  không làm được gì cả mà hôm đó là sinh nhật bạn ấy thầy cho hẳn  điểm   bạn thân của em nên em biết,tốt
Giảng viên giỏi giảng dạy tốt ,tốt
tốt,tốt
Chưa nhiêt tinh,tốt
không ý kiến,tốt
Thầy dạy rất hay,tốt
không co de xuat,tốt
Thầy dạy rất tận tình và vui tính,tốt
thầy vui tính,tốt
tốt,tốt
thầy vui tính giảng bài dễ hiểu,tốt
Ở đây em chỉ dừng lại ở mức độ khá hài lòng thôi thầy dạy được nhiệt tình nhưng cách dạy của thầy làm em khó nắm bắt được vấn đề,tốt
Thầy dạy tốt,tốt
Thầy nhiệt tình,tốt
Thây day dê hiêu tao hưng thu cho sinh viên,tốt
Thân thiện nhiệt tình với học sinh,tốt
KHÁ,tốt
Không có,tốt
không co đê xuât,tốt
dạy dễ tiếp thu rất tốt ,tốt
giảng viên dạy dễ hiểu,tốt
thầy dạy dễ hiểu,tốt
Giảng viên nhiệt tình bài giảng chi tiết dễ hiểu,tốt
Em rớt môn này ,tốt
thầy dạy hay dễ hiểu,tốt
Giáo viên dạy khá tốt,tốt
không co y kiên,tốt
tốt,tốt
e nghĩ trường nên cân nhắc trong việc tuyển chọn gv vì chất lượng ,tốt
không có ý kiến gì thêm,tốt
giảng viên dạy dễ hiểu quan tâm đến sinh viên,tốt
Thay dạy hay de hieu,tốt
giáo viên dạy dể hiểu,tốt
thầy rất dễ tự ái và không biết điều khiển lớp,tốt
Cô dạy tốt nhiệt tình,tốt
tốt không có đề xuất,tốt
Tốt,tốt
thầy hiền va cac ban noi chuyen kho nghe va,tốt
không ý kiến,tốt
môn học hơi khó hiểu,tốt
Thầy dạy tụi em không hiểu bài lắm ,tốt
k có ý kiến gì thêm,tốt
Không có y kiến ,tốt
Ok,tốt
tốt ạ,tốt
tận tình với sinh viên,tốt
Cô dạy rất tốt,tốt
phương phap giang day cua giang viên kho tiêp thu kiên thưc,tốt
tinh than trach  nhiem cao ,tốt
thầy dạy hay dễ hiểu ,tốt
Giảng viên giảng dạy nhiệt tình,tốt
Nhiệt tìnhquan tâm tới sv ,tốt
Em hài lòng với cách dạy của thầy mong thấy cố gắng cải thiện hơn,tốt
Không có,tốt
dễ hiểu,tốt
Thầy dạy nhiệt tình,tốt
em không có ý kiến,tốt
Không,tốt
Tốt,tốt
Thầy dạy tốt,tốt
Thầy dạt tốt,tốt
Cô dạy chưa thú vị và thu hút lắm,tốt
z,tốt
tốt,tốt
ok,tốt
Thầy dạy hay nhiệt tình,tốt
giảng dạy nhiệt tìnhdể hiểu,tốt
môn hứng thú nhất của em,tốt
thầy dạy nhiệt tình và dễ hĩu,tốt
Không,tốt
Thầy dạy nhiệt tìnhdễ hiểu,tốt
thầy dạy nhiệt tình dễ hiểu,tốt
Tốt,tốt
Ok,tốt
tốt,tốt
tốt,tốt
Không có ý kiến khác,tốt
môn học rất hay,tốt
không có ý kiến,tốt
Tot,tốt
tốt,tốt
thầy dạy tốt,tốt
Tốt,tốt
Thầy dạy kỹ,tốt
tốt,tốt
tốt,tốt
Thầy ra đề không được rõ cho lắm,tốt
Tốt,tốt
em cảm ơn thầy,tốt
Thầy dạy nhiệt tình ạ,tốt
Không nhận xét gì thêm,tốt
giảng viên hoà đồng vui vẻ,tốt
good,tốt
ok,tốt
Tốt,tốt
Tốt,tốt
giảng giải dễ hiểu bài tập áp dụng củng cố kiến thức,tốt
Thầycô dạy tốt,tốt
Hay dễ hiểu,tốt
dễ hiểu ,tốt
tốt,tốt
giáo viên diễn giãi nhiệt tình,tốt
Tốt,tốt
Ko có,tốt
Không có ý kiến,tốt
tốt,tốt
Không,tốt
Giáo viên dạy tốt,tốt
A,tốt
không đề xuất,tốt
thầy dạy và hướng dẫn rất nhiệt tình em rất thích học môn của thầy,tốt
không,tốt
Good,tốt
Rất tốt,tốt
Good,tốt
cô dạy rất nhiệt tình ,tốt
Không có đề xuất,tốt
môn hoc rât co ich,tốt
dạy tốt dễ hiểu,tốt
thầy dạy có kĩ thuật chuyên ngành cao tần tình sinh viên nhưng còn lơ là,tốt
Hay,tốt
Thầy dạy dễ hiểu,tốt
môn hoc quan trong vơi chuyên nghanh công nghê thông tin,tốt
Không có ý kiến,tốt
tốt,tốt
ok,tốt
em không có ý kiến gì ạ,tốt
giáo viên dạy tốt,tốt
Cô dạy hay và quan tâm đến học sinh,tốt
Tốt,tốt
thầy dạy dễ hiểu tận tình,tốt
Giảng viên tích cực giúp sinh viên thực hành giảng dạy tốt,tốt
cô rất khách quan và giải đáp mọi thắc mắc của sinh viên,tốt
dạy tốt nhưng e không tiếp thu được,tốt
Em không có ý kiến,tốt
Môn học hay,tốt
giáo viên dạy nhiệt tình ,tốt
