đường truyền internet,tệ,,
kh,tệ,,
Ko hieu,tệ,,
Mạng có thể bị yếu,tệ,,
"không gặp trực tiếp trao đổi bài với giảng viên, bạn bè",tệ,,
môn khó quá em học không hiểu,tệ,,
Mạng k ổn định,tệ,,
hay mất kết nối mạng,tệ,,
không tương tác đuọcw,tệ,,
Internet kém ảnh hưởng tới việc học,tệ,,
Đường truyền mạng hoặc thiết bị sẽ ảnh hưởng tiết học,tệ,,
Không,bình thường,,
hường hay rớt mạng,tệ,,
Khó hiểu bài,tệ,,
Khó hiểu bài hơn,tệ,,
Khó tương tác,tệ,,
đường truyền mạng,tệ,,
"Đường truyền Internet đôi khi gặp sự cố, mất kết nối. ",tệ,,
"khó trao đổi vấn về với bạn cùng nhóm, giảng viên",tệ,,
dhdh,không liên quan,,
Ko,bình thường,,
Đường truyền internet,tệ,,
sóng yếu,tệ,,
Không ý kiến ,,,
Thiết bị mạng chưa ổn định,tệ,,
đường truyền,bình thường,,
Khó thuộc bài và hiểu bài,tệ,,
Mạng không ổn định ,tệ,,
không thể trao đổi trực tiếp với giảng viên,tệ,,
đường truyền kh tốt,tệ,,
không có khó khăn,tốt,,
không có,bình thường,,
khó tiếp thu bài,tệ,,
Đường truyền không ổn định,tệ,,
ok,tốt,,
ko có,bình thường,,
mạng lag,tệ,,
Không,bình thường,,
Hay bị rời lớp đột suất,tệ,,
Hạn chế về đường truyền mạng,tệ,,
Tiep thu chậm,tệ,,
Sự cố cúp điện và trời mưa gây ồn không tập trung học tốt được,tệ,,
khó làm quen bạn bè,tệ,,
Khó trao đổi với giáo viên về vấn đề bài học,tệ,,
!,không liên quan,,
"Mất mạng, thiết bị hết pin",tệ,,
Không có,bình thường,,
đôi khi gặp mạng hiếu mặc trục trặc về điện ạ,tệ,,
Mạng yếu ,tệ,,
hết pin,tệ,,
Mỏi lưng,tệ,,
Đường truyền internet,tệ,,
"Mạng lag, thiết bị không đủ",tệ,,
"không có thời gian đào tạo trực tiếp với chuyên môn của mình, cả giảng viên và sinh viên hay gặp khó khăn về kỹ thuật . Không được gặp trực tiếp thầy cô, bạn bè, trường học và không được tham gia các câu lạc bộ",rất tệ,,
- Hạn chế về đường truyền internet và công nghệ. Phân tâm bởi các nền tảng giải trí. Ảnh hưởng tới một số vấn đề về sức khoẻ,rất tệ,,
Khó hiểu,tệ,,
Đường truyền mạng,tệ,,
Ít được tương tác với thầy cô ,tệ,,
Không có,bình thường,,
Mạng,tệ,,
mất điện,tệ,,
mạng lag,tệ,,
Không có,bình thường,,
Khó tương tác,tệ,,
đường truyền internet kém ,tệ,,
"Đường truyền kết nối thiếu ổn định, ít được tham gia tương tác với giảng viên",tệ,,
mạng ,tệ,,
Khó tiếp cận được hết kiến thức buổi học ,tệ,,
đường truyền internet,tệ,,
đường truyền mạng ,tệ,,
"Không thể tiếp thu tốt, không theo bài kịp ",tệ,,
đôi lúc mạng không ổn định,tệ,,
- Hạn chế về đường truyền internet và công nghệ. Phân tâm bởi các nền tảng giải trí. Ảnh hưởng tới một số vấn đề về sức khoẻ.,rất tệ,,
 Hạn chế về đường truyền internet và công nghệ. Phân tâm bởi các nền tảng giải trí. Ảnh hưởng tới một số vấn đề về sức kho,rất tệ,,
Đôi lúc xảy ra sự cố mạng ,rất tệ,,
Đôi khi mạng có trục trặc và khó khăn trong trao đổi với giảng viên,rất tệ,,
Khó trau đổi,tệ,,
Không có,bình thường,,
" Tính linh hoạt,Cơ hội kết nối mạng",tệ,,
Hay rớt mạng,tệ,,
Dạ em không,tệ,,
Khó lưu trữ kiến thức lâu dài,tệ,,
- lo lắng bị mất mạng do wifi ở nhà yếu khi đang học,tệ,,
thiết bị học,tệ,,
Không có,bình thường,,
thời gian trao đổi bài với giảng viên,tệ,,
Trục trặc về mạng.,tệ,,
khong tập trung,tệ,,
dễ bị mất tập trung,tệ,,
Mạng yếu,tệ,,
"Đường truyền internet đôi khi không ổn định, nhưng có thể xin phép giảng viên nên vẫn ổn",tệ,,
Không có khó khăn gì,tốt,,
Không có khó khăn gì.,tốt,,
Không chủ động như ở lớp khó trao đổi trực tiếp với thầy và các bạn,tệ,,
đường truyền internet kém làm gián đoạn việc học,tệ,,
.,không liên quan,,
gặp vấn đề về mạng không thể nhanh chóng khắc phục,tệ,,
mạng yếu,tệ,,
Không có khó khăn,tốt,,
không tương tác được với mọi người để hiểu sâu bài hơn,tệ,,
Không trao đổi trực tiếp với bạn bè ,tệ,,
Là đường truyền mạng,tệ,,
không có ,bình thường,,
Trục trặc mạng,tệ,,
"bị mất mạng , hình ảnh kém chất lượng ",tệ,,
Mạng yếu và cúp điện,tệ,,
"cúp điện, mạng yếu",tệ,,
"không ôn định kết nối, giao tiếp quan hệ trong lớp còn hạn chế",tệ,,
"Lỗi mạng, khó giao tiếp",tệ,,
"Còn bỡ ngỡ và nhiều sự cố , chưa có được trải nghiệm của 1 sinh viên năm nhất",tệ,,
Mạng lag,tệ,,
KHÔNG ĐƯỢC TIẾP XÚC TRỰC TIẾP VỚI BẠN VÀ GV,rất tệ,,
Wifi yếu,tệ,,
"Khó tiếp thu, mạng lỗi.",tệ,,
Có những chỗ bài tập em không hiểu lắm nhưng hầu hết là em làm được.,tệ,,
"Bị hư cam,.mic, mất mạng",tệ,,
Đường truyền internet,tệ,,
đường truyền internet không ổn định ,tệ,,
Không có ,bình thường,,
Gặp trục trặc mạng,tệ,,
mất tập trung,tệ,,
Hệ thống mạng chưa ổn định,tệ,,
"mạng hơi lag, hết pin",tệ,,
giờ học ngay giờ cơm,tệ,,
Vấn đề về đường truyền mạng,tệ,,
Dễ bị sao nhãng sang chuyện khác,tệ,,
"Không tập trung 100%, chép bài bạn",tệ,,
mạng không ổn định,tệ,,
Mạng,tệ,,
đường truyền yếu,tệ,,
Ko có,bình thường,,
Đôi lúc mạng yếu ,tệ,,
em không giỏi công nghệ với cả làm việc nhóm qua mạng thì hơi khó khăn,rất tệ,,
"Không trực tiếp để nghe giảng viên giảng bài , học online không hiểu bang học trực tiếp ",tệ,,
khó hiểu trong quá trình giảng dạy ,tệ,,
Khó tương tác với bạn bè ,tệ,,
giao lưu với giảng viên và các bạn trong lớp khó và các hoạt động thực hành hạn chế,tệ,,
"- Ít được trao đổi bài nhiều với cô giáo , đường truyền không ổn định.",tệ,,
bị hạn chế do không đến trường,tệ,,
Mạng,tệ,,
khó tiếp nhận và chưa có cảm giác quen thuộc với lớp học,tệ,,
Không ạ,bình thường,,
Chụp hình nộp bài khá mất thời gian.,tệ,,
Đường truyền internet ,tệ,,
Có đôi lúc bị rè,tệ,,
quản lý thời gian,tệ,,
Không có,bình thường,,
khó hiểu,tệ,,
"đường truyền mạng, khó tập trung ",tệ,,
Khong có khó khăn,bình thường,,
Mạng lag,tệ,,
Đường truyền chưa ổn định,tệ,,
Đường truyền mạng kém không nghe kĩ bài giảng,tệ,,
không hình dung được bài giảng khó,tệ,,
Đường truyền mạng nhiều lúc có vấn đề nên chất lượng giảng dạy bị giảm đi đáng kể,rất tệ,,
Wifi yếu,tệ,,
Khó khăn khi làm việc nhóm,tệ,,
Không có ,bình thường,,
Nếu gặp sự cố về mạng sẽ không giải quyết kịp thời ,tệ,,
Dễ mất tập trung và tiếp thu bị hạn chế,tệ,,
Mạng yếu,tệ,,
Đường truyền Internet ,tệ,,
nhàm chán,tệ,,
"mạng lag, khó tiếp thu,....",tệ,,
mất kết nối mạng khó tập trung,tệ,,
Cúp điện,tệ,,
Không,bình thường,,
Không được đến trường,tệ,,
Mạng bất thường,tệ,,
Vấn đề kết nối mạng,tệ,,
Dạ đang học nhà cúp điện,tệ,,
chưa tiếp thu bài tốt khi học trực tuyến ,tệ,,
"hạn chế về đường truyền internet, ảnh hưởng tới một số vấn đề về sức khỏe",tệ,,
thiết bị ,tệ,,
đường truyền internet,tệ,,
cúp điện và rớt mạng,tệ,,
đường truyền mạng,tệ,,
"đau vai, mỏi mắt, đau cổ, không chắc kiến thức",tệ,,
Mệt,tệ,,
Không,bình thường,,
Mạng yếu,tệ,,
"Đường truyền không ổng định, khó tiếp thu",tệ,,
Rớt hoặc mất mạng ạ,tệ,,
"Hay mất mạng, đường truyền yếu",tệ,,
chưa quen học tập theo phương pháp online,tệ,,
đôi khi đường truyền internet không ổn định ,tệ,,
hay rớt mạng,tệ,,
Tốt,tốt,,
Rớt mạng,tệ,,
Không,bình thường,,
đường truyền internet;đã quen học tập theo phương pháp truyền thống; kỹ năng sử dụng công nghệ để học tập trực tuyến; ,rất tệ,,
Mạng không ổn định,tệ,,
"Mạng yếu , lâu lâu mic bị lỗi không nói đc",tệ,,
Đường truyền interner bị giật lag.,tệ,,
"Không hiểu bài, khó tương tác",tệ,,
Có những kiến thức chỉ tiếp thu từ 50%-70%,tệ,,
Khó tiếp thu bài giảng ,tệ,,
Khó hiểu hơn so với tiếp thu tại lớp,tệ,,
Rớt mạng,tệ,,
"Trao đổi với giáo viên và các bạn khó khăn hơn 1 chút, có thể gặp trục trặc về kết nối lớp học",rất tệ,,
Khó tiếp thu,tệ,,
"Đường truyền gián đoạn, đau mắt tăng độ",tệ,,
Không có,bình thường,,
Mạng,tệ,,
Đường truyền mạng không ổn định,tệ,,
K,bình thường,,
Tốt,tốt,,
Wifi,không liên quan,,
đường truyền không ổn định,tệ,,
ko,bình thường,,
Khó tiếp thu,tệ,,
"Đường truyền, tiếp thu bài khó",tệ,,
không được giao tiếp trực tiếp với giảng viên ,tệ,,
Mất kết nối mạng,tệ,,
không có,bình thường,,
hay bị rớt mạng,tệ,,
Mạng yếu,tệ,,
không có ,bình thường,,
"Không thể tiếp thu bài nhanh được phải qua hỏi, đôi lúc mạng yếu, ",rất tệ,,
khó hiểu nếu k tập trung,tệ,,
khó thảo luận nhóm với các bạn trong lớp hơn,tệ,,
"Đường truyền mạng, môi trường học chưa đáp ứng",tệ,,
mất mạng,tệ,,
wifi hơi lag,tệ,,
Ko thể tương tác trực tiếp với mọi người,tệ,,
Mạng yếu,tệ,,
đau mắt ,tệ,,
Nhiều chỗ vẫn không hiểu hết được,tệ,,
không,bình thường,,
Đường truyền mạng,tệ,,
Dạ không có ạ,bình thường,,
Tiếp thu phải khó,tệ,,
đường truyền internet,tệ,,
Khó khăn: k giao tiếp đc với thầy cô bạn bè,tệ,,
Rớt mahng,tệ,,
Không,bình thường,,
Có lưc mạng khôn ổn định,tệ,,
Đường truyền internet không ổn định,tệ,,
mạng internet không ổn định,tệ,,
Lỗi mạng,tệ,,
ít được giao lưu với thầy cô và các bạn,tệ,,
Đôi lúc đường truyền internet không ổn định ,tệ,,
K có,bình thường,,
xảy ra các sự cố về internet,tệ,,
đường truyền kém,tệ,,
mất điện giữa giờ,tệ,,
Ko,bình thường,,
Không,bình thường,,
ổn,bình thường,,
Bài tập nhóm,bình thường,,
thường gặp sự cố về mạng,tệ,,
Không,bình thường,,
Khó tiếp thu,tệ,,
không được tiếp xúc trực tiếp với giảng viên,,,
mạng không ổn định hay bị phân tâm trong quá trình học,tệ,,
Gặp sự cố về đường truyền trực tuyến,,,
Đường truyền mạng bất ổn,tệ,,
đườn truyền mạng,tệ,,
khó tập trung,tệ,,
không có,bình thường,,
đường truyền internet; thiết bị sử dụng học trực tuyến,,,
Đường truyền thường mất ổn định,,,
Không có,bình thường,,
Khó hiu,tệ,,
"Dễ bị phân tâm, tiếp thu không hiệu quả như học trực tiếp",,,
Hay Rớt mạng,tệ,,
Không có,bình thường,,
Khó tiếp thu,tệ,,
Thường xuyên mất mạng,tệ,,
Đường truyền Internet ,,,
khó tiếp thu,,,
Đường truyền kém,,,
khó hiểu hết nội dung bài,tệ,,
.,không liên quan,,
Khó hiểu bài,tệ,,
Khó tiếp thu ,tệ,,
Không có,bình thường,,
Mạng lỗi hay bị đứng,tệ,,
Mạng yếu ,tệ,,
không,bình thường,,
ít tập trung,,,
Không có,bình thường,,
"Đường truyền internet không được tốt, sự tập trung chưa đạt được kết quả tốt nhất dẫn đến kết quả chưa đạt được như kì vọng",rất tệ,,
Đường truyền internet,tệ,,
mạng yếu,tệ,,
"đường truyền mạng chưa còn gặp trục trặc, chưa hoàn toàn tiếp thu được lượng kiến thức của các môn",rất tệ,,
không có ,bình thường,,
không tới trường,,,
Mạng yếu,tệ,,
lag mạng,tệ,,
không có,bình thường,,
Hơi khó tiếp thu bài ạ,tệ,,
"Tiếp thu bạn không được 100%,có đôi lúc trục trặc đường mạng khiến sv tiếp thu bài bị gián đoạn",rất tệ,,
"Mất điện, mất mạng",tệ,,
Khó tiếp thu đầy đủ kiến thức,tệ,,
"Ko đc gặp gỡ, giao lưu và học hỏi các bạn bè trong lớp ",tệ,,
dễ mất tập trung,tệ,,
Khó tiếp thư cũng như hiểu bày hơn trong học trực tiếp,tệ,,
"Mạng đơ, giật lag",tệ,,
không có thiết bị đầy dủ,tệ,,
Đường truyền internet chưa tốt ,tệ,,
mạng hay lag,tệ,,
Đôi khi trục trặc về mạng,tệ,,
Không,bình thường,,
không có laptop học,tệ,,
mạng yếu không học được ,tệ,,
Hơi khó hiểu bài,tệ,,
Mất mạng,tệ,,
Mạng Lag,tệ,,
mạng yếu,tệ,,
Không có ,bình thường,,
mạng yếu,tệ,,
internet kém,tệ,,
mạng không ổn định ,tệ,,
gặp khó khăn về kỹ thuật,tệ,,
khó tập trung,tệ,,
đường truyền không tốt,tệ,,
ok ,tốt,,
tình trạng mạng ko ổn định,tệ,,
dễ bị phân tâm,tệ,,
khong co,tệ,,
Trục trặc đường mạng ảnh hưởng buổi học,tệ,,
Đường truyền internet kém,tệ,,
mang yeu,tệ,,
khôbg,bình thường,,
"Mạng kém, thiếu tương tác và nhiều khi giảng quá nhanh",rất tệ,,
Học online khó hiểu hơn khi học trực tiếp,tệ,,
Không có ,bình thường,,
Mạng lag,tệ,,
"Khó giao tiếp, mạng lag,...",tệ,,
K có,bình thường,,
Không có,bình thường,,
đường truyền internet,tệ,,
Hơi khó hiểu,tệ,,
Khó trao đổi bài,tệ,,
đường truyền internet,tệ,,
không,bình thường,,
Mạng ,tệ,,
Không có,bình thường,,
đôi lúc mạng internet bị lắc,tệ,,
Mạng trục trặc,tệ,,
Dạ không,bình thường,,
Khó hiểu bài,tệ,,
đường truyền internet,tệ,,
Khó giao tiếp,tệ,,
"mạng yếu, cúp điện ",tệ,,
Dễ mất tập trung,tệ,,
mạng internet thiếu ổn  định ,tệ,,
không ạ,tệ,,
Không tiếp thu được hết những kiến thức của giảng viên,tệ,,
Ko gặp bb,tệ,,
Khó tiếp thu,tệ,,
Không nắm bắt hết tất cả kiến thức,tệ,,
Mạng,tệ,,
"năng lực tự học của bản thân như sự tập trung, đã quen học tập theo phương pháp truyền thống, đường truyền internet",rất tệ,,
"Mất điện, gián đoạn mạng, khó khăn trong việc tương tác trong học tập, lỗi âm thanh",rất tệ,,
có lúc đường truyền không ổn định,tệ,,
Không được giao lưu và học hỏi trực tiếp với các bạn cùng ngành,tệ,,
những khó khăn khi học trực tuyến chính là việc lúc học online tụi em bị rớt mạng dẫn đến việc bài giàng bị gián đoạn,tệ,,
Không ,bình thường,,
Khó hiểu bài ,tệ,,
đã quen học tập theo phương pháp truyền thống,tệ,,
khó hiểu bài,tệ,,
Nói chung là không khó khăn mấy. ,tệ,,
Dễ ảnh hưởng đến sức khỏe,tệ,,
Khó tiếp thu hơn 1 chút,tệ,,
Không,bình thường,,
Mạng kém,tệ,,
khó tương tác với giảng viên,tệ,,
mạng yếu ,tệ,,
Không,bình thường,,
khó tiếp thu bài giảng,tệ,,
khó tập trung,tệ,,
Đôi khi mạng bị đứt kết nối ,tệ,,
Mạng yếu,tệ,,
đôi lúc đường truyền mạng không ổn định,tệ,,
Trục trặc kỹ thuật,rất tệ,,
Khó tương tác,tệ,,
Khó học,tệ,,
mất mạng,tệ,,
"mạng lag, mất mạng",tệ,,
"Đường truyền Internet, sự tập trung chưa cao, trao đổi với giảng viên khó khăn hơn học offine.",rất tệ,,
"Chú ý nhiều vào màn hình, tiếp thu kiến thức không được tốt như học trực tiếp",rất tệ,,
"đôi lúc mạng chập chờn, giáo viên giảng bài không nghe rõ",tệ,,
không hiểu hết nội dung bài ,tệ,,
không có,bình thường,,
Dễ mất wf,tệ,,
Mất điện,tệ,,
Đường truyền mạng yếu,tệ,,
Khó hiểu hơn học tại trường,tệ,,
Mạng yếu ,tệ,,
Đường truyền mạng nhiều lúc hay cúp điện giữa chừng,tệ,,
khó giao tiếp,tệ,,
khó tương tác,tệ,,
Không có,bình thường,,
 Mạng không  ổn định,tệ,,
Không có,bình thường,,
Mạng lag,tệ,,
không có khó khăn gì ạ,tốt,,
không có,bình thường,,
Không,bình thường,,
Không được tự nhiên,tệ,,
Ko,bình thường,,
không hiểu bài lắm,tệ,,
Không được gặp thầy cô và bạn bè để trao đổi trực tiếp,tệ,,
Mạng yếu hay bị cúp điện một vài lần,tệ,,
Không được đầy đủ thiết bị ,tệ,,
mạng internet không ổn định ,tệ,,
ngoài vấn đề đường truyền thì không có khó khăn gì ạ,tốt,,
Khó trao đổi bài,tệ,,
không,bình thường,,
Cúp điện khi đang học và thi ,tệ,,
Khó tiếp thu toàn bộ kiến thức,tệ,,
Tot,tốt,,
Không,bình thường,,
Mạng không ổn định,tệ,,
Không có,bình thường,,
không,bình thường,,
rớt mạng,tệ,,
đường truyền mạng hay yếu làm ảnh hưởng đến việc học online,rất tệ,,
Không ý kiến,tệ,,
khó hiểu,tệ,,
Mạng yếu ,tệ,,
Không có,bình thường,,
Không ý kiến,bình thường,,
Mạng lag,tệ,,
Mạng yếu,tệ,,
Sẽ không tiếp thu bài nếu mạng có vđề,tệ,,
thiếu sự tập trung,tệ,,
Mạng và máy học,tệ,,
Do đường truyền internet của 1 vài bạn sẽ ko ổn định dẫn đến vc học ko ổn định ,rất tệ,,
Khó hiểu,tệ,,
Rớt mạng ảnh hướng đến kiến thúc bài học ,tệ,,
Kết nối mạng không tốt,tệ,,
"mất mạng, hỏng máy",tệ,,
 Đã quen học tập theo phương pháp truyền thống,rất tệ,,
không ,bình thường,,
k hiểu bài,tệ,,
Khó hiểu bài hơn khi học trực tiếp tại trường,tệ,,
Đường truyền internet không ổn định thường xuyên ,tệ,,
mạng không ổn định,tệ,,
"Học sinh, sinh viên khó tập trung học tập",tệ,,
Không có,bình thường,,
Mang yeu,tệ,,
Dạ không,bình thường,,
hơi bù ngủ( vì ngồi nhiều ạ chứ không do cách giảng bài của giảng viên ạ).,rất tệ,,
mạng hay bị chập chờn,tệ,,
không có,bình thường,,
Hơi khó hiểu bài,tệ,,
Không được biết mặt nhau,tệ,,
Không có,bình thường,,
"mạng không ổn định, kết nối với bạn bè khó khắn",tệ,,
Kết nối kh ổn định,tệ,,
 Hơi khó hiểu ,tệ,,
đường truyền internet không ổn định,tệ,,
Đường truyền internet,tệ,,
Tiếp thu ít hiệu quả hơn,tệ,,
Không gặp bạn,tệ,,
không thực hành trực tiêp,tệ,,
Không được tương tác trực tiếp với giảng viên,tệ,,
Khó hiểu bài,tệ,,
Mất mạng interner,tệ,,
Khó khăn trong việc tiếp thu bài học,tệ,,
Khó hiểu hơn ,tệ,,
"đáp ứng của giảng viên, đường truyền internet",tệ,,
ko có,bình thường,,
"Tín hiệu mạng , thiết bị ",tệ,,
Ít khi nghe được giảng viên nói,tệ,,
Tiếp thu kém hơn học trực tiếp,tệ,,
không,bình thường,,
Đôi khi bị trục trặc mạng không thể tham dự lớp học một cách trọn vẹn,tệ,,
ko,bình thường,,
mạng yếu ,tệ,,
không,bình thường,,
Khó bàn luận chỉ dẫn,tệ,,
Mạng yếu,tệ,,
Tín hiệu mạng kém ,tệ,,
Khó hiểu,tệ,,
đường truyền Internet,tệ,,
không có,bình thường,,
Giảng bài khó hiểu,tệ,,
Chất lượng học tập không đảm bảo,tệ,,
"chưa giao lưu, liên kết với giảng viên nhiều",tệ,,
Hạn chế về đường truyền internet và công nghệ,tệ,,
Mạng bị yếu,tệ,,
Vấn đề internet,tệ,,
lâu lâu không vào lớp được phải đổi thiết bị và bị cúp điện,tệ,,
đường truyền internet,tệ,,
Vài lúc mạng yếu làm khó khăn khi học online,tệ,,
 ,không liên quan,,
đường truyền mạng đôi lúc kém,tệ,,
kết nối kém,tệ,,
mạng kém ,tệ,,
it tiep thu bai hoc,tệ,,
Ảnh hưởng của mạng,tệ,,
Không vui,tệ,,
Chưa nắm 1 số ý ,tệ,,
không trao đổi thông tin trực tiếp với thầy cô bạn bè,tệ,,
Mất tập trung,tệ,,
đường truyền mạng bị yếu,tệ,,
Khó tập trung,tệ,,
chưa hiểu bài ,tệ,,
Không,bình thường,,
Thời gian học hơi gấp,tệ,,
Dể mất bài khi đường truyền mạng không ổn định,tệ,,
Không có ý kiến gì,bình thường,,
"Mạng rớt, lag",tệ,,
đường truyền hay bị chậm giật lag,tệ,,
Mạng k gây trở ngại,tệ,,
Đường truyền Internet ,tệ,,
mạng,tệ,,
"mạng chập chờn, không thể tiếp xúc trực tiếp với bài học",tệ,,
tốt,tốt,,
Không có,bình thường,,
Không,bình thường,,
đôi lúc đường truyền internet có vấn đề,tệ,,
"Tốn nhiều thời gian làm việc team, không đảm bảo thiết bị",tệ,,
đường truyền internet,tệ,,
kết nối với giáo viên bạn bè,tệ,,
Ko rõ,bình thường,,
khó tiếp thu,tệ,,
ko có,bình thường,,
Hay bị mất mạng,tệ,,
hạn chế tương tác với giảng viên và các bạn,tệ,,
Giao tiếp,bình thường,,
không có,bình thường,,
Buồn ngủ vì học ca 1,tệ,,
Mạng giật lag,tệ,,
mạng lag ,tệ,,
Không,bình thường,,
đường truyền internet,tệ,,
Rớt mạng,tệ,,
mạng kém,tệ,,
Mạng yếu,tệ,,
Không được gặp bạn bè,tệ,,
"Mạng không ổn định, dể mất tập trung",tệ,,
Mạng lag,tệ,,
Khong,bình thường,,
"mạng lag, hạn chế giao tiếp và trao đổi với giáo viên",rất tệ,,
"xa nhà, đi lại khó khăn",tệ,,
mạng thường gặp sự cố,tệ,,
mạng lag,tệ,,
Không có,bình thường,,
Không,bình thường,,
Không được tương tác trực tiếp ,tệ,,
không có,bình thường,,
Ko có,bình thường,,
thiết bị học thường trục trặc,tệ,,
MẠNG ĐÔI KHI LAG ,tệ,,
k nắm rõ đc kiến thức 1 cách rành mạch,tệ,,
Không,bình thường,,
dễ bị mất tập trung lơ là,tệ,,
khó có thể hiểu hết hàm ý giáo viên tuyền tải qua internet,tệ,,
Mạng giật lag,tệ,,
Hạn chế về đường truyền internet và công nghệ,tệ,,
Hay mất điện ảnh hưởng đến việc học tập,tệ,,
Mạng lag,tệ,,
Mạng lag,tệ,,
"phụ thuộc vào đường truyền mạng mới nghe rõ thầy cô giảng bài, ko có công cụ hỗ trợ cho giảng viên khi giảng về những bài cần phải vẽ ra hoặc minh họa rõ ràng cho sinh viên hiểu hơn",rất tệ,,
khó kết ban,tệ,,
Mạng chập chờn,tệ,,
Không có,bình thường,,
đường internet không ổn định,tệ,,
". nhược điểm là mạng không ổn định, có thể ảnh hưởng do cúp điện",rất tệ,,
Mạng lag,tệ,,
đường truyền internet,tệ,,
"Còn nhiều bỡ ngỡ, đường truyền gặp vấn đề.",tệ,,
mạng yếu kết nối kém ,tệ,,
không,bình thường,,
Không được tương tác với thầy cô và bạn bè,tệ,,
Vấn đề về mạng,tệ,,
Tốt,tốt,,
Internet đôi khi bị gián đoạn,tệ,,
đường truyền internet,tệ,,
Khó hiểu bài hơn,tệ,,
Mạng lag,tệ,,
ko có,bình thường,,
Mất mạng ,tệ,,
Việc khó khăn về đường truyền mạng,tệ,,
không có,bình thường,,
"mạng rớt, yếu, ",tệ,,
wifi yếu,tệ,,
Đợi thang máy hơi lâu,tệ,,
đường truyền kết nối không ổn định ,tệ,,
do đường truyền mạng,tệ,,
khó tiếp thu,tệ,,
"đường truyền internet yếu đẫn đến nghe không rõ, nộp bài gặp trục trặc; thiết bị học gặp trục trặc.",rất tệ,,
"Đường truyền internet , đã quen học tập theo phương pháp truyền thống ",tệ,,
đã quen học tập theo phương pháp truyền thống,tệ,,
không bao quát được bài học ,tệ,,
Dễ mất tập trung việc học.,tệ,,
Tot,tốt,,
lâu lâu bị cúp điên hơi khó khăn trong quá trình học trực tuyến,tệ,,
đường truyền mạng yếu,tệ,,
"Đường truyền internet,",tệ,,
Không tương tác trực tiếp với giáo viên bạn bè,tệ,,
không có,bình thường,,
Vấn đề mạng và âm thanh,tệ,,
vấn đề mạng,tệ,,
mạng không ổn đinh,tệ,,
mạng lag,tệ,,
không có,bình thường,,
Nhiều lúc đường truyền mạng yếu nên kh hiệu quả cho buổi học,rất tệ,,
đường truyền internet trập chờn,tệ,,
Khó khăn trong việc tiếp thu kiến thức,tệ,,
Không trao đổi trực tiếp với mọi người,tệ,,
"Dễ gặp trục trặc kỹ thuật, giảng viên không theo được sát sao khả năng hiểu bài của sinh viên.",rất tệ,,
Sự tương tác trực tiếp giữa giảng viên và sinh viên,tệ,,
khó tiếp thu ,tệ,,
"đường truyền yếu , không ổn định ",tệ,,
Internet hay bị gián đoạn,tệ,,
Đường truyền kém,tệ,,
Mạng lag,tệ,,
"đường truyền internet, thiết bị sử dụng học trực tuyến,",tệ,,
mang on dinh,bình thường,,
Khó tập trung,tệ,,
"mạng chậm, lag",tệ,,
Mạng lag,tệ,,
Khó trao đổi,tệ,,
khó tiếp thu,tệ,,
Mạng yếu hay bị văng ra,tệ,,
"Khó tương tác, tiếp thu hết kiến thức từ gv",tệ,,
ko có,bình thường,,
mạng yếu,tệ,,
Không có,bình thường,,
Khó tiếp thu,tệ,,
ngồi lâu,tệ,,
"Khó tập trung, dễ bị lười, phụ thuộc nhiều vào mạng Internet.",rất tệ,,
Không có,bình thường,,
đường tuyền không ổn định,tệ,,
mạng yếu,tệ,,
mất điện,tệ,,
"đường truyền internet, khả năng tự học còn hạn chế",tệ,,
Đường truyền mạng không ổn định,tệ,,
"cúp điện, mạng yếu",tệ,,
"Chưa có sự tương tác, làm việc nhóm giữa các thành viên",tệ,,
mất mạng và cúp điện,tệ,,
Thiết bị,bình thường,,
"Không được tương tác với giảng viên, bạn bè",tệ,,
không có,bình thường,,
Đôi lúc khó khăn về đường truyền internet,tệ,,
đường truyền internet,tệ,,
Khó tương tác với giáo viên ,tệ,,
Khó tập trung,tệ,,
- Đường truyền internet thỉnh thoảng mất kết nối.,tệ,,
khó hiểu bài,tệ,,
không có ,bình thường,,
Không có,bình thường,,
Đối với em thì không có khó khăn gì trong quá trình tham gia học trực tuyến ,tốt,,
Hầu như không có khó khăn nào.,tốt,,
Mạng yếu,tệ,,
ít sự tương tác,tệ,,
Mạng,tệ,,
đôi khi mất mạng,tệ,,
KHÔNG,bình thường,,
Không,bình thường,,
Mạng yếu,tệ,,
Mạng yếu nên hay bị out khỏi lớp,tệ,,
Mạng internet là một hạn chế cùng với đó là tiếp thu kiến thức không trực diện,rất tệ,,
không có ,bình thường,,
Mạng hay bị lag ,tệ,,
Hay bị lag mạng,tệ,,
Rớt mạng bị mất bài giảng,tệ,,
ít sự tương tác,tệ,,
Mạng,tệ,,
Đường truyền mạng không được ổn định ,tệ,,
Mạng internet,tệ,,
Đường truyền không ổn định,tệ,,
 ,không liên quan,,
ồn ào xung quanh và mạng wifi yếu ảnh hưởng đến việc học ,rất tệ,,
Ko có,bình thường,,
Khó tiếp tuong tác với thầy cô và bạn bè,tệ,,
Bị cúp điện,tệ,,
ồn ào và mạng ảnh hưởng đến quá trình học,tệ,,
Ko có,bình thường,,
Khó tuong tác với các bạn và thầy cô,tệ,,
Bị cúo điện,tệ,,
"đôi khi mất mạng,  và không phải nhà ai cũng có điều kiện để sắm laptop",rất tệ,,
KHÔNG,bình thường,,
Không,bình thường,,
Mang yếu,tệ,,
